,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_in9,BILL_AMT9,PAY_AMT9,default
14849,20000,2,3,1,52,2,18049,1536,1
14850,20000,2,3,1,56,1,11276,0,1
14851,30000,2,3,1,53,0,12466,3086,1
14852,50000,2,3,2,56,1,0,0,1
14853,80000,2,3,2,53,0,2315,1400,0
14854,240000,2,3,1,55,0,216170,8000,0
14855,120000,2,2,1,54,0,89197,3072,0
14856,20000,1,2,2,21,2,19820,2000,1
14857,100000,1,2,2,33,0,35169,5328,0
14858,30000,1,2,2,22,3,1050,0,1
14859,30000,1,2,2,23,0,19321,5320,1
14860,50000,1,2,2,22,0,51083,3500,0
14861,100000,1,2,2,23,0,67873,2000,0
14862,80000,1,1,2,23,0,59976,2926,0
14863,60000,2,3,1,54,-1,892,21690,0
14864,120000,1,2,2,25,1,117160,70,1
14865,20000,1,3,2,32,0,3448,1230,0
14866,20000,1,2,2,26,1,17077,1000,0
14867,50000,1,1,2,26,0,46415,1672,0
14868,50000,1,2,2,23,-1,2680,0,0
14869,50000,1,2,1,24,0,15524,1300,1
14870,10000,1,2,2,23,-1,10078,1300,0
14871,20000,1,2,2,24,2,14195,1500,1
14872,30000,1,2,2,25,0,6122,1300,0
14873,10000,1,3,2,25,0,8525,1500,0
14874,10000,1,3,2,22,1,8357,0,1
14875,150000,1,2,2,23,2,17635,135018,1
14876,80000,1,2,2,24,2,44507,3000,1
14877,20000,1,2,2,24,0,3843,1073,0
14878,120000,1,1,2,24,2,1330,2103,1
14879,40000,1,1,2,24,0,37412,2000,0
14880,20000,1,3,2,24,3,15846,1000,1
14881,100000,1,2,1,24,2,10618,2800,1
14882,160000,1,1,2,25,-1,898,2000,0
14883,20000,1,1,2,24,1,17375,0,1
14884,60000,1,2,2,24,1,58231,5000,1
14885,150000,1,2,2,27,0,84034,5065,0
14886,40000,1,2,2,24,4,38344,0,1
14887,30000,1,2,2,26,0,25531,1500,0
14888,420000,1,2,2,26,1,390188,14000,1
14889,20000,1,2,2,26,2,14962,0,0
14890,50000,1,2,2,25,2,44630,1200,1
14891,20000,1,2,2,23,1,17845,0,0
14892,20000,1,3,2,24,0,16973,1600,0
14893,20000,1,2,1,28,0,15226,2000,0
14894,30000,1,1,2,25,2,22422,2600,0
14895,140000,1,1,2,27,0,29751,143713,0
14896,20000,1,2,1,27,0,20285,1500,0
14897,390000,1,1,2,27,0,372743,20008,0
14898,50000,1,2,2,27,0,39487,1600,0
14899,50000,1,2,2,26,-1,6945,2000,0
14900,50000,1,2,1,26,0,48019,2072,0
14901,320000,1,2,2,26,0,303703,12167,0
14902,280000,1,1,1,26,0,277815,12596,0
14903,50000,1,1,2,26,1,38160,3000,1
14904,500000,1,2,2,26,0,126725,6005,0
14905,200000,1,1,2,28,-1,2393,1731,0
14906,50000,1,1,2,28,1,0,0,0
14907,30000,1,2,2,27,1,22284,0,0
14908,50000,1,2,2,27,2,49079,0,1
14909,10000,1,2,1,27,4,3462,900,1
14910,20000,1,3,2,28,1,8055,0,1
14911,50000,1,3,2,27,0,49684,1961,0
14912,30000,1,2,2,26,0,27889,2875,0
14913,100000,1,1,2,30,0,100544,4511,1
14914,130000,1,1,2,29,-1,9619,6247,0
14915,20000,1,2,2,30,1,16906,1000,0
14916,150000,1,1,2,29,2,7562,3500,0
14917,220000,1,2,1,28,0,38074,6000,0
14918,100000,1,2,2,29,1,0,4586,0
14919,130000,1,2,2,25,0,119803,5100,1
14920,40000,1,2,2,29,0,20528,3100,0
14921,10000,1,1,2,30,3,2300,0,1
14922,290000,1,1,1,30,1,0,0,0
14923,180000,1,2,2,27,0,134168,4345,0
14924,30000,1,2,2,27,3,1650,0,1
14925,310000,1,1,1,29,1,191457,651,1
14926,70000,1,1,2,28,0,19728,8000,0
14927,120000,1,1,2,28,0,7164,2515,1
14928,240000,1,2,2,29,-1,390,0,0
14929,50000,1,2,1,27,0,46806,2000,0
14930,320000,1,1,1,28,0,79819,3524,0
14931,80000,1,2,2,29,0,82150,0,0
14932,20000,1,2,2,29,1,11586,0,1
14933,80000,1,2,2,29,1,71795,0,0
14934,50000,1,2,2,29,0,44177,2070,0
14935,20000,1,2,2,23,-1,4584,4005,1
14936,10000,1,2,2,25,4,5365,600,0
14937,100000,1,2,2,28,0,72610,3500,0
14938,30000,1,2,2,24,2,390,780,0
14939,20000,1,2,2,24,0,15221,3287,0
14940,70000,1,2,2,28,3,91930,3500,0
14941,490000,1,1,2,29,-1,264,678,0
14942,30000,1,1,2,29,1,25264,0,1
14943,20000,1,1,2,29,0,15934,1329,0
14944,290000,1,1,2,29,-1,783,2838,0
14945,20000,1,3,0,29,5,1800,0,0
14946,180000,1,1,2,26,0,8516,0,1
14947,100000,1,2,2,27,0,100591,3749,0
14948,30000,1,2,2,26,0,24079,2500,1
14949,470000,1,1,2,27,0,213495,10005,0
14950,200000,1,2,2,29,0,60068,2500,0
14951,400000,1,1,2,29,0,1123,82694,0
14952,400000,1,2,2,29,0,79435,3803,0
14953,50000,1,2,2,25,0,48336,1855,0
14954,70000,1,2,2,25,1,12088,0,0
14955,80000,1,3,1,31,1,27653,0,0
14956,70000,1,1,2,29,2,33786,1800,1
14957,20000,1,2,2,28,3,150,0,0
14958,10000,1,2,2,28,-1,619,0,1
14959,430000,1,2,2,30,-1,28966,5011,1
14960,450000,1,2,1,29,0,179547,8101,0
14961,10000,1,3,1,30,1,9211,0,1
14962,10000,1,2,2,29,0,9073,1120,0
14963,10000,1,2,1,29,2,2918,1500,0
14964,80000,1,1,2,29,0,79048,3000,0
14965,80000,1,3,1,29,2,69578,0,1
14966,240000,1,2,2,29,0,230979,7347,0
14967,280000,1,2,2,31,0,229780,2000,0
14968,50000,1,2,2,31,-1,228,2955,0
14969,80000,1,1,2,32,0,37639,1650,0
14970,20000,1,3,1,29,1,0,0,0
14971,90000,1,2,2,29,1,0,0,1
14972,360000,1,1,2,30,2,2024,428,0
14973,50000,1,2,1,31,-1,1450,2590,0
14974,130000,1,1,2,27,2,73561,3500,1
14975,80000,1,3,1,31,0,65088,3000,0
14976,200000,1,2,2,29,-1,8951,9117,1
14977,150000,1,2,1,39,1,9937,0,0
14978,370000,1,1,1,34,0,379039,14104,0
14979,310000,1,2,2,45,-1,124793,1217,0
14980,240000,1,1,2,41,0,24171,3759,0
14981,320000,1,1,1,35,0,106799,11003,0
14982,50000,1,2,2,39,3,51998,0,0
14983,50000,1,2,1,41,0,48537,2022,0
14984,50000,1,3,1,30,2,15397,2882,1
14985,80000,1,1,2,31,0,72840,9000,0
14986,420000,1,1,2,32,0,90875,4118,0
14987,50000,1,1,2,32,2,30559,2000,1
14988,150000,1,2,2,32,2,90476,0,1
14989,130000,1,1,2,34,0,30190,1818,1
14990,170000,1,2,1,34,0,47956,2000,0
14991,170000,1,3,1,45,0,165315,8000,0
14992,120000,1,2,2,25,0,11147,2446,0
14993,30000,1,3,2,35,1,29147,1900,1
14994,220000,1,2,2,30,0,6229,1000,0
14995,50000,1,2,2,25,2,19775,3800,1
14996,30000,1,2,2,34,2,10522,1200,1
14997,250000,1,1,2,30,0,73936,40000,0
14998,20000,1,2,2,29,0,13229,1233,1
14999,10000,1,3,1,30,0,7470,1141,1
15000,50000,1,2,2,41,0,50611,2200,0
15001,30000,1,3,1,48,0,19650,1500,1
15002,20000,1,2,2,31,2,13516,1000,1
15003,200000,1,2,2,32,0,196550,8001,0
15004,50000,1,1,2,33,1,7148,0,0
15005,120000,1,1,2,35,-1,326,326,0
15006,210000,1,1,2,40,-1,325,325,1
15007,180000,1,3,1,32,0,181293,6400,0
15008,50000,1,2,1,32,0,19606,5027,0
15009,70000,1,3,1,40,0,41986,1455,0
15010,50000,1,3,1,46,1,10960,0,1
15011,230000,1,2,1,47,-1,996,1000,0
15012,30000,1,1,1,42,1,20214,0,1
15013,30000,1,2,2,32,0,20881,2000,0
15014,150000,1,2,2,34,-1,204187,20000,0
15015,10000,1,2,2,30,0,1473,3236,1
15016,150000,1,1,2,29,0,4614,2000,0
15017,360000,1,1,2,34,1,0,0,0
15018,340000,1,1,2,38,0,86057,5000,0
15019,50000,1,2,2,34,0,48844,1898,0
15020,30000,1,2,1,39,0,20893,2007,0
15021,150000,1,1,1,46,0,150838,6000,0
15022,160000,1,3,2,28,2,152626,8100,1
15023,30000,1,2,1,39,0,28628,2003,0
15024,480000,1,1,1,47,-1,10668,0,0
15025,200000,1,2,1,45,-1,98974,10000,0
15026,50000,1,3,2,39,-1,238,0,1
15027,20000,1,2,1,32,1,17913,0,1
15028,60000,1,2,1,44,0,59331,2000,0
15029,200000,1,1,2,26,0,16000,0,0
15030,20000,1,2,1,27,0,16203,2000,0
15031,440000,1,3,1,35,0,13754,2017,0
15032,100000,1,1,2,34,-1,772,0,0
15033,100000,1,2,2,38,0,95933,4499,0
15034,100000,1,2,1,48,0,11574,3500,0
15035,50000,1,1,2,37,0,13191,2000,0
15036,50000,1,2,1,32,0,42163,1472,0
15037,30000,1,2,1,41,1,14110,0,0
15038,140000,1,2,2,32,1,67923,3200,1
15039,60000,1,3,2,43,0,55800,1782,0
15040,50000,1,3,1,41,1,26915,0,0
15041,350000,1,2,2,36,0,249663,8026,0
15042,20000,1,3,1,44,2,11623,1300,1
15043,20000,1,2,2,30,0,16320,1238,0
15044,50000,1,2,2,36,0,46712,5000,0
15045,20000,1,2,1,41,1,19951,0,1
15046,110000,1,3,1,34,0,23751,1717,0
15047,200000,1,1,1,44,-1,655,0,1
15048,260000,1,2,1,46,2,82683,4000,1
15049,150000,1,2,1,36,2,88655,0,1
15050,50000,1,2,2,33,0,23142,5494,0
15051,150000,1,2,2,35,-1,13059,11526,0
15052,250000,1,1,2,35,2,153798,15000,1
15053,50000,1,2,1,47,0,38830,1600,0
15054,80000,1,3,2,40,1,81053,300,0
15055,20000,1,3,1,49,0,11572,2820,0
15056,220000,1,2,1,47,2,233756,3000,1
15057,120000,1,3,1,39,-1,12190,1400,1
15058,200000,1,3,2,39,0,84184,16000,0
15059,30000,1,3,1,47,0,118587,6624,0
15060,50000,1,2,2,43,0,50756,1934,0
15061,50000,1,3,2,42,2,4864,1252,0
15062,230000,1,2,1,45,0,42770,2000,0
15063,280000,1,2,2,33,0,265120,9104,0
15064,70000,1,1,2,43,0,68228,2378,0
15065,120000,1,2,1,40,-1,112123,4089,0
15066,170000,1,1,2,39,0,138811,5505,0
15067,30000,1,3,1,41,1,17301,1295,0
15068,20000,1,2,1,33,0,18706,1275,1
15069,20000,1,3,2,35,0,16500,1281,0
15070,220000,1,1,2,39,3,184140,7500,1
15071,50000,1,2,2,44,0,20995,3000,0
15072,30000,1,2,1,36,-1,1226,0,1
15073,210000,1,1,1,40,0,119752,10030,0
15074,80000,1,2,1,31,0,47464,3000,1
15075,30000,1,3,2,31,0,28275,2000,0
15076,220000,1,1,1,47,2,165665,2008,1
15077,80000,1,2,2,32,0,22753,3000,0
15078,480000,1,2,1,31,0,55346,4000,0
15079,150000,1,1,2,33,0,94020,3040,0
15080,60000,1,3,1,31,1,36243,0,0
15081,80000,1,2,2,33,2,24928,0,1
15082,50000,1,2,1,32,0,46827,2084,0
15083,50000,1,3,2,34,1,33776,1900,1
15084,180000,1,3,1,42,0,177027,7003,0
15085,100000,1,2,1,39,0,10603,1315,1
15086,240000,1,3,1,42,2,259511,11000,0
15087,50000,1,3,1,49,0,49331,2000,1
15088,20000,1,3,1,40,0,8151,1153,0
15089,50000,1,2,1,30,0,48591,12000,0
15090,180000,1,2,2,32,0,22832,1429,0
15091,320000,1,1,2,33,1,0,0,1
15092,200000,1,3,2,48,0,87035,2915,0
15093,20000,1,2,2,41,0,10142,1200,1
15094,20000,1,3,2,40,1,0,0,0
15095,50000,1,2,2,39,1,50180,0,0
15096,50000,1,2,2,25,0,50479,1649,1
15097,80000,1,2,1,43,0,44620,1582,0
15098,180000,1,1,2,33,0,48252,9024,0
15099,150000,1,2,2,36,2,87021,2000,0
15100,20000,1,2,2,37,-1,830,17597,0
15101,300000,1,1,1,42,-1,1653,1734,0
15102,30000,1,2,2,35,1,25601,2000,0
15103,140000,1,2,1,49,0,35815,1590,0
15104,80000,1,1,1,36,1,8415,2181,1
15105,20000,1,2,1,45,0,13243,1500,0
15106,70000,1,2,1,35,0,69388,3439,1
15107,320000,1,2,2,36,0,318022,10810,0
15108,80000,1,2,1,46,0,31290,780,0
15109,50000,1,2,1,33,0,28086,1500,0
15110,80000,1,2,1,41,0,15824,2000,0
15111,110000,1,3,2,38,0,52708,2469,0
15112,50000,1,2,1,45,0,49573,2245,0
15113,50000,1,3,1,42,2,10343,2000,1
15114,20000,1,2,1,38,0,14966,1565,0
15115,120000,1,1,1,42,2,63598,0,0
15116,30000,1,2,2,37,0,23422,1397,0
15117,100000,1,3,2,35,1,23704,0,1
15118,50000,1,2,2,35,3,150,0,0
15119,30000,1,2,2,34,0,17803,1626,0
15120,40000,1,2,1,38,3,38291,0,1
15121,190000,1,2,1,39,2,166611,7820,1
15122,10000,1,3,1,39,1,10866,0,1
15123,50000,1,3,1,43,0,50444,2000,0
15124,20000,1,2,2,34,0,17676,2000,0
15125,50000,1,3,2,43,0,50517,2015,0
15126,310000,1,1,2,31,0,279711,10143,0
15127,240000,1,3,2,45,1,221341,7000,0
15128,50000,1,2,1,47,1,-658,47000,1
15129,210000,1,1,2,40,-1,1535,2652,1
15130,60000,1,2,1,31,1,16253,0,0
15131,20000,1,2,2,31,0,13192,1230,1
15132,50000,1,2,2,43,0,50785,3000,1
15133,30000,1,2,2,39,0,24065,2005,1
15134,60000,1,1,2,29,1,43434,2100,1
15135,90000,1,2,2,29,0,70559,3000,0
15136,30000,1,2,1,32,0,12452,1500,1
15137,30000,1,2,2,37,3,2379,0,1
15138,220000,1,3,1,39,2,175808,8000,1
15139,450000,1,1,1,42,-1,2549,20449,0
15140,30000,1,2,2,34,2,18402,2000,0
15141,220000,1,2,1,37,0,13429,2500,0
15142,500000,1,2,2,30,0,135634,5034,0
15143,20000,1,2,2,34,1,15095,0,0
15144,110000,1,2,2,32,0,42015,1575,0
15145,10000,1,3,1,41,1,10711,0,0
15146,20000,1,2,2,47,1,8557,0,1
15147,230000,1,2,1,34,-1,1344,0,0
15148,20000,1,2,2,35,1,15668,0,1
15149,50000,1,2,1,38,-1,1930,305,0
15150,200000,1,1,2,40,0,66052,3800,0
15151,80000,1,2,1,37,1,0,3000,0
15152,50000,1,3,2,43,-1,4166,4166,0
15153,50000,1,2,1,49,1,16747,0,1
15154,110000,1,1,2,29,0,110721,3938,1
15155,110000,1,2,1,38,0,42617,1678,0
15156,220000,1,2,1,36,0,87431,50005,0
15157,140000,1,3,1,38,0,138329,6806,0
15158,50000,1,2,2,43,0,34326,3000,0
15159,100000,1,2,1,40,2,70762,0,1
15160,20000,1,1,2,38,0,15255,5006,1
15161,50000,1,3,2,32,0,49760,2189,1
15162,40000,1,2,2,33,0,23330,0,0
15163,180000,1,2,1,34,-1,13067,6170,0
15164,80000,1,3,2,34,0,45876,1752,0
15165,30000,1,2,2,34,0,26774,2000,0
15166,230000,1,2,1,35,0,30798,1000,0
15167,350000,1,3,1,44,-1,2161,7426,0
15168,20000,1,2,1,38,1,9599,0,0
15169,130000,1,2,2,36,0,91016,1848,0
15170,50000,1,2,1,37,0,47832,2000,1
15171,100000,1,2,2,44,0,20439,1068,1
15172,20000,1,2,1,40,0,12129,1300,1
15173,230000,1,2,1,46,0,117255,5400,0
15174,470000,1,1,1,38,0,33277,1869,1
15175,50000,1,2,1,46,0,43719,1700,0
15176,120000,1,3,1,49,0,119440,3844,1
15177,20000,1,2,1,43,2,17233,2000,1
15178,10000,1,2,1,45,1,7953,1500,0
15179,50000,1,1,2,29,2,7881,3000,1
15180,170000,1,1,2,36,-1,8433,644,0
15181,30000,1,2,2,43,2,14697,3200,1
15182,230000,1,1,1,37,1,0,2062,1
15183,150000,1,1,2,35,0,114997,4884,0
15184,260000,1,2,2,37,-1,3000,150,0
15185,80000,1,3,1,48,0,76288,3003,0
15186,20000,1,2,2,43,0,19656,1300,0
15187,240000,1,1,1,36,1,0,0,1
15188,50000,1,2,1,40,1,49039,0,1
15189,50000,1,1,2,45,0,42931,6004,0
15190,100000,1,2,2,45,2,65781,0,1
15191,20000,1,3,2,40,0,16884,1291,0
15192,150000,1,1,1,41,2,116699,0,1
15193,20000,1,2,1,45,0,19473,1896,0
15194,390000,1,2,2,33,0,30209,1804,0
15195,80000,1,2,1,36,3,600,0,1
15196,270000,1,1,2,35,1,-12,0,0
15197,20000,1,2,1,37,0,15429,1270,0
15198,150000,1,2,1,45,2,152180,9500,0
15199,50000,1,1,2,36,0,49750,2100,0
15200,160000,1,1,1,47,1,58706,0,1
15201,150000,1,3,1,40,0,121544,5000,0
15202,500000,1,1,1,46,0,11471,2000,0
15203,220000,1,1,1,35,-1,753,6220,1
15204,280000,1,1,1,46,1,0,0,1
15205,30000,1,1,2,38,1,96258,0,0
15206,500000,1,3,2,36,0,9001,1702,0
15207,400000,1,1,1,38,1,36838,65,0
15208,20000,1,2,2,36,1,15557,0,1
15209,110000,1,2,1,36,1,112875,0,0
15210,30000,1,3,2,31,1,31405,0,1
15211,20000,1,2,2,45,0,19856,1316,1
15212,140000,1,2,2,48,0,119965,8506,0
15213,300000,1,1,2,43,-1,163,2508,0
15214,240000,1,3,2,41,0,218435,5778,0
15215,160000,1,2,1,41,-1,326,1306,1
15216,500000,1,2,1,38,0,49201,30107,0
15217,50000,1,2,1,45,0,50297,1939,0
15218,50000,1,2,1,39,1,26094,0,0
15219,100000,1,0,2,37,0,7642,0,0
15220,290000,1,1,1,36,1,0,0,0
15221,20000,1,2,2,37,0,15612,1577,1
15222,50000,1,2,1,33,0,49916,2000,0
15223,80000,1,2,1,39,0,37712,1626,0
15224,140000,1,2,1,42,0,139227,4325,0
15225,260000,1,2,2,33,0,19152,5000,0
15226,150000,1,1,2,37,2,36148,1600,1
15227,120000,1,1,2,33,1,0,0,0
15228,90000,1,2,2,38,0,17621,1700,0
15229,140000,1,1,2,32,0,46134,5890,1
15230,50000,1,2,1,45,1,49436,0,1
15231,200000,1,0,2,40,1,0,0,0
15232,280000,1,1,2,33,0,167272,18000,0
15233,430000,1,1,2,34,0,416678,16005,0
15234,190000,1,3,1,34,0,187780,6781,0
15235,50000,1,3,2,38,1,38811,0,0
15236,110000,1,2,2,40,0,106455,6000,0
15237,20000,1,3,2,46,0,9784,1885,0
15238,100000,1,3,2,45,-1,10380,72024,0
15239,80000,1,1,1,33,0,45524,2000,0
15240,100000,1,1,1,35,1,0,0,1
15241,180000,1,2,1,42,2,26883,1452,1
15242,90000,1,3,1,46,0,91092,4000,0
15243,170000,1,2,1,39,0,142509,5000,0
15244,80000,1,2,1,50,0,72269,4000,0
15245,20000,1,3,1,50,0,19657,1273,0
15246,50000,1,2,2,60,0,51078,2013,0
15247,20000,1,2,2,50,1,10056,3000,1
15248,390000,1,1,1,64,0,38383,1608,0
15249,80000,1,3,1,59,0,78651,3454,0
15250,350000,1,2,1,51,0,343842,15000,0
15251,320000,1,1,1,51,0,483184,20373,0
15252,50000,1,3,1,52,2,36428,2000,0
15253,260000,1,2,1,62,-1,390,390,0
15254,200000,1,2,1,55,0,169287,6177,0
15255,30000,1,2,1,49,-1,390,1936,1
15256,20000,1,2,2,55,0,7357,1290,0
15257,320000,1,2,1,50,0,277884,10100,0
15258,90000,1,3,2,50,0,80926,3451,0
15259,50000,1,1,2,50,0,47155,2000,0
15260,60000,1,2,1,52,0,58682,3762,0
15261,50000,1,2,2,53,0,48353,2000,0
15262,50000,1,3,1,55,-1,390,390,0
15263,20000,1,3,1,53,3,2255,0,1
15264,80000,1,3,1,53,1,9637,0,0
15265,200000,1,2,1,52,0,150603,7000,0
15266,20000,1,3,2,59,2,16357,3000,1
15267,90000,1,3,1,55,0,30789,1514,0
15268,370000,1,3,2,66,0,258397,9661,0
15269,180000,1,1,2,51,0,134327,6015,1
15270,30000,1,1,1,57,2,22957,1707,1
15271,60000,1,3,1,54,0,58432,20000,0
15272,330000,1,2,1,52,0,120212,5000,0
15273,230000,1,2,1,51,2,204643,5805,0
15274,50000,1,3,1,57,2,18275,1509,0
15275,80000,1,1,1,53,0,39298,1809,0
15276,50000,1,2,1,58,2,8728,2152,1
15277,10000,1,2,1,50,1,10171,2,0
15278,50000,1,2,1,61,2,390,390,1
15279,20000,1,3,2,57,2,9918,2000,0
15280,20000,1,2,2,50,-1,1956,16573,0
15281,190000,1,3,1,50,0,102648,5400,0
15282,270000,1,1,1,50,2,213616,0,0
15283,380000,1,3,1,52,0,145445,6000,0
15284,20000,1,3,1,49,0,10823,1400,1
15285,50000,1,2,1,48,2,42807,2700,1
15286,280000,1,3,1,52,0,247868,9000,1
15287,240000,1,1,1,65,0,146696,6930,0
15288,110000,1,2,1,54,2,55753,2600,1
15289,200000,1,1,1,53,0,66012,2500,0
15290,140000,1,1,1,56,-1,1862,7465,0
15291,260000,1,1,1,53,0,73223,2001,0
15292,130000,1,2,2,57,-1,4820,0,0
15293,50000,1,3,1,54,0,37238,1771,0
15294,30000,1,3,1,54,3,29391,1600,1
15295,50000,1,3,2,58,-1,14628,1558,0
15296,170000,2,2,2,27,0,48947,10000,0
15297,60000,2,2,2,29,2,40351,2000,1
15298,30000,2,3,2,26,0,30244,1701,0
15299,200000,2,1,2,28,-1,3494,2516,0
15300,30000,2,2,1,30,1,28720,0,0
15301,100000,2,1,1,30,1,0,851,1
15302,30000,2,3,1,35,1,29622,0,0
15303,150000,2,3,2,24,0,66347,1827,0
15304,210000,2,1,2,25,-1,100,0,0
15305,300000,2,1,2,28,-1,788,1000,0
15306,50000,2,3,2,22,0,18108,1400,0
15307,360000,2,2,1,33,-1,21730,20000,0
15308,240000,2,1,2,28,0,233441,9000,0
15309,140000,2,1,1,33,2,55563,2520,1
15310,10000,2,1,2,21,0,8278,1304,0
15311,50000,2,3,2,22,0,46811,1036,0
15312,50000,2,2,2,22,0,37253,5500,0
15313,50000,2,2,2,22,2,36665,4626,1
15314,140000,2,1,2,23,0,90289,10007,1
15315,20000,2,2,2,27,0,7486,2000,0
15316,50000,2,2,2,24,2,48690,2078,1
15317,30000,2,3,2,23,4,15947,0,0
15318,50000,2,2,2,22,0,8585,0,0
15319,80000,2,1,2,23,-1,390,390,0
15320,30000,2,2,2,21,0,28028,2019,0
15321,50000,2,2,2,22,0,24775,2001,0
15322,20000,2,2,2,22,1,3843,2000,1
15323,90000,2,3,2,22,0,68663,4341,0
15324,30000,2,1,2,22,0,29362,1800,0
15325,50000,2,2,2,22,2,19091,0,0
15326,150000,2,1,2,24,1,-200,600,0
15327,20000,2,3,1,24,0,10994,1500,1
15328,30000,2,1,2,24,0,30900,410,1
15329,50000,2,2,2,24,2,49397,2100,0
15330,400000,2,1,2,30,0,153655,26876,0
15331,20000,2,2,2,23,0,16027,1600,0
15332,70000,2,2,2,23,1,72306,4,0
15333,20000,2,1,2,23,-1,6916,14000,0
15334,30000,2,1,2,23,0,27013,1470,0
15335,30000,2,2,2,23,0,28138,2000,0
15336,80000,2,1,2,24,2,48597,1800,1
15337,80000,2,1,2,24,0,78862,4000,0
15338,40000,2,2,2,24,0,33370,1600,1
15339,70000,2,2,2,23,0,44830,2100,0
15340,10000,2,1,2,22,0,6967,2523,1
15341,60000,2,2,1,24,2,61434,2850,1
15342,50000,2,1,2,22,1,4434,0,0
15343,80000,2,2,2,23,0,6805,2000,0
15344,70000,2,1,2,23,0,7668,1500,1
15345,30000,2,3,2,22,0,8922,1275,0
15346,30000,2,2,2,22,2,27201,4000,1
15347,20000,2,2,2,25,0,18825,1300,1
15348,50000,2,1,2,25,-1,390,0,1
15349,30000,2,2,2,29,0,26953,1741,0
15350,50000,2,2,2,24,0,50649,1905,0
15351,50000,2,1,2,22,1,42611,0,0
15352,50000,2,3,2,23,2,41740,2000,1
15353,50000,2,1,2,23,1,0,0,0
15354,10000,2,1,2,23,3,2400,0,1
15355,10000,2,2,1,24,0,6902,1142,1
15356,110000,2,2,2,24,-1,1183,1362,0
15357,140000,2,2,2,24,0,34814,1887,0
15358,20000,2,1,2,24,0,19000,1000,0
15359,30000,2,1,2,24,0,25288,3000,0
15360,100000,2,2,2,24,2,93330,4400,1
15361,20000,2,1,2,24,2,1150,1661,0
15362,190000,2,2,2,25,0,26023,1615,0
15363,300000,2,2,2,24,0,26158,5673,0
15364,50000,2,2,1,26,2,46800,2100,1
15365,30000,2,3,2,26,0,30467,2173,0
15366,20000,2,1,2,25,-1,4541,0,1
15367,60000,2,2,2,25,0,3075,61058,1
15368,70000,2,2,1,25,0,67574,3839,0
15369,60000,2,2,1,24,2,34708,0,1
15370,60000,2,2,1,25,2,33598,2000,1
15371,30000,2,2,2,22,2,31331,0,1
15372,100000,2,2,1,24,2,68371,1300,1
15373,70000,2,3,2,25,2,70963,2527,1
15374,20000,2,2,2,22,0,38391,2608,1
15375,50000,2,2,2,22,0,38340,3700,0
15376,50000,2,3,1,22,2,40247,900,0
15377,30000,2,2,1,22,0,14533,3002,0
15378,30000,2,3,2,22,2,29793,0,1
15379,30000,2,2,2,22,0,25490,1432,1
15380,60000,2,2,2,23,2,58900,2717,1
15381,20000,2,2,1,22,0,19667,1500,1
15382,50000,2,3,2,23,2,50653,2190,0
15383,30000,2,1,2,24,0,28049,2000,0
15384,30000,2,1,2,23,0,29047,1508,1
15385,70000,2,1,2,24,1,19200,500,0
15386,100000,2,2,2,24,0,101614,10000,0
15387,100000,2,2,2,24,0,7094,1439,0
15388,250000,2,2,2,25,-1,5211,5211,0
15389,130000,2,2,1,25,0,127125,4000,0
15390,50000,2,1,2,25,2,49052,3006,1
15391,250000,2,2,2,26,0,124353,10000,0
15392,50000,2,2,1,26,0,50604,1924,1
15393,50000,2,1,2,25,0,38487,5000,0
15394,200000,2,2,2,25,0,175435,24720,0
15395,50000,2,2,2,23,0,46968,1600,0
15396,100000,2,2,2,24,3,85016,4200,1
15397,140000,2,2,2,24,0,99012,11000,0
15398,20000,2,2,2,24,0,13542,1543,0
15399,100000,2,2,2,25,0,87987,4000,0
15400,240000,2,2,2,25,0,9030,1144,0
15401,20000,2,2,2,25,0,18519,2000,0
15402,50000,2,1,2,25,0,45342,2000,0
15403,50000,2,1,2,25,0,25008,3200,0
15404,60000,2,2,2,25,0,36081,2500,0
15405,10000,2,2,2,22,0,6759,2450,1
15406,30000,2,1,2,23,1,26185,4518,0
15407,30000,2,1,2,23,0,21077,3383,1
15408,60000,2,1,2,23,0,13233,1500,0
15409,80000,2,2,2,25,1,78894,3000,0
15410,130000,2,2,2,25,0,111587,4100,0
15411,30000,2,2,2,25,1,17835,4000,0
15412,60000,2,2,2,23,0,57097,2659,1
15413,80000,2,2,1,24,0,74377,3000,0
15414,230000,2,2,2,24,0,78737,2300,0
15415,80000,2,1,2,25,0,72120,2600,0
15416,70000,2,1,2,24,0,70888,2900,0
15417,220000,2,2,1,25,0,142714,7200,0
15418,50000,2,2,2,25,0,44894,5003,0
15419,210000,2,2,2,24,0,45685,1609,0
15420,60000,2,2,2,24,3,150,0,1
15421,30000,2,2,1,25,1,29304,0,1
15422,50000,2,2,2,24,0,43627,3000,0
15423,50000,2,2,1,24,0,23996,3500,0
15424,80000,2,1,2,26,0,37329,3700,0
15425,60000,2,3,1,25,0,60340,2200,1
15426,20000,2,2,2,25,0,15389,1270,1
15427,50000,2,3,1,26,0,47095,2073,0
15428,260000,2,1,2,27,0,23820,10000,0
15429,170000,2,2,2,27,-1,414,0,1
15430,20000,2,2,2,27,0,15248,1265,0
15431,20000,2,2,1,26,1,20224,0,0
15432,130000,2,2,1,26,0,2783,130000,0
15433,70000,2,2,1,25,0,70940,2533,0
15434,120000,2,1,2,26,-1,594,1052,0
